Age,Gender,EmploymentStatus,MonthlyIncome,Education,FlightsPerYear,TravelPurpose,AvgSpendPerFlight,Class,AirlinePrefReason,ValuedServices,PainPoints,BundledOfferInterest,PersonalizationImportance,CustomizableServices,BookingDevice,TechComfortLevel,AppUsage,DataSharingConsent,WillingToUsePersonalizationApp,WillingToPayExtra,PercentWillingToSpendMore,RecommendsInAppOffers,TrustsAirlinesWithData,WillRecommendToOthers
42,Female,Self-employed,4425,High school,5-8,Leisure,656,First Class,Service,"Cleanliness, WiFi, Customer Service, Food",Lack of customization,Yes,2,Meals,Website,1,No,Yes,Maybe,No,0,Yes,Maybe,Yes
33,Male,Student,2746,Doctorate,9+,Family,412,Premium Economy,Service,"Legroom, Others, WiFi","Poor customer service, Delays, Expensive tickets",Yes,3,"Entertainment, Others",Agent,4,Yes,No,Maybe,Yes,20,Yes,Yes,Yes
30,Other,Employed,3105,Master’s,9+,Family,574,Economy,Loyalty Program,"Entertainment, Legroom","Expensive tickets, Limited amenities",Yes,1,"Seats, Boarding experience, Meals",Website,3,No,Maybe,No,No,15,Yes,Maybe,No
25,Female,Retired,3357,Doctorate,0-1,Business,439,Premium Economy,Others,WiFi,"Limited amenities, Baggage loss, Lack of customization",No,1,Boarding experience,Agent,3,No,Maybe,Yes,Yes,15,Yes,Maybe,Yes
41,Female,Student,3284,Bachelor’s,2-4,Other,550,Business,Others,"Entertainment, Legroom, WiFi","Delays, Poor customer service",No,5,"Seats, Meals, Entertainment",Agent,2,No,Yes,Maybe,Yes,5,Yes,Maybe,No
28,Prefer not to say,Retired,500,Other,0-1,Leisure,532,First Class,Others,"Customer Service, Legroom, Cleanliness, Entertainment",Baggage loss,Yes,2,"Meals, Boarding experience, Seats",Agent,4,No,No,Maybe,No,5,No,Maybe,Yes
37,Female,Employed,5418,High school,2-4,Family,597,Economy,Service,"Food, Entertainment, WiFi","Baggage loss, Limited amenities, Delays",Yes,3,"Boarding experience, Entertainment, Others",App,5,No,Maybe,Yes,Yes,10,No,No,Yes
35,Male,Student,597,Master’s,2-4,Family,361,Premium Economy,Brand,Customer Service,"Lack of customization, Delays, Poor customer service",No,5,"Meals, Check-in process, Others",Website,3,Yes,Maybe,No,No,10,Yes,No,Yes
18,Prefer not to say,Self-employed,3184,Bachelor’s,9+,Business,482,First Class,Service,"Food, Others, Cleanliness, Legroom","Baggage loss, Expensive tickets, Delays",No,2,Check-in process,Agent,5,Yes,Yes,Yes,Yes,10,No,Yes,Yes
28,Prefer not to say,Unemployed,3291,High school,2-4,Business,334,Economy,Loyalty Program,"WiFi, Others, Cleanliness, Customer Service",Baggage loss,Yes,3,Others,Agent,1,Yes,Yes,Yes,Yes,0,No,Maybe,Yes
18,Male,Employed,5368,Other,9+,Leisure,296,Business,Brand,"Food, Others, WiFi, Entertainment","Lack of customization, Delays, Limited amenities",Yes,1,"Entertainment, Seats, Check-in process",App,1,Yes,Yes,Yes,Yes,5,No,Yes,Yes
20,Other,Self-employed,2875,Bachelor’s,9+,Business,265,First Class,Service,Food,Expensive tickets,No,1,"Entertainment, Seats, Others",App,1,Yes,Yes,Yes,No,10,Yes,Maybe,Yes
28,Prefer not to say,Employed,2536,Master’s,5-8,Family,287,Economy,Brand,"Cleanliness, Entertainment, Others, WiFi",Baggage loss,Yes,3,Check-in process,Website,4,Yes,Yes,Yes,No,10,Yes,Yes,Yes
18,Other,Employed,3172,Bachelor’s,9+,Family,283,Business,Loyalty Program,"Legroom, Cleanliness, Others, Entertainment",Limited amenities,Yes,4,"Boarding experience, Check-in process",Agent,5,No,Maybe,Yes,Yes,10,Yes,No,Yes
33,Male,Retired,2521,Doctorate,2-4,Business,280,Premium Economy,Brand,Food,Expensive tickets,No,2,Seats,Website,3,Yes,No,Yes,No,15,Yes,Yes,Yes
54,Female,Student,10164,High school,2-4,Other,340,Economy,Loyalty Program,"WiFi, Cleanliness, Others","Lack of customization, Delays, Poor customer service",Yes,1,Entertainment,App,1,Yes,Yes,Yes,Yes,5,No,Yes,Yes
28,Female,Unemployed,500,Bachelor’s,5-8,Other,162,First Class,Brand,"Others, Cleanliness, WiFi, Entertainment",Baggage loss,Yes,1,"Meals, Boarding experience, Others",App,4,No,Maybe,Maybe,No,10,No,Maybe,No
19,Female,Unemployed,4342,Bachelor’s,5-8,Business,421,First Class,Service,"Legroom, Customer Service",Baggage loss,No,2,"Boarding experience, Others, Seats",Agent,4,No,No,No,No,10,No,Yes,Yes
28,Other,Unemployed,2597,Bachelor’s,5-8,Business,266,Economy,Pricing,"Customer Service, Entertainment, WiFi",Expensive tickets,Yes,5,Seats,App,5,Yes,No,Yes,Yes,5,Yes,Yes,Yes
32,Other,Student,1519,Other,0-1,Other,476,Economy,Pricing,"WiFi, Entertainment, Others","Expensive tickets, Poor customer service",Yes,3,"Others, Entertainment",App,1,No,No,Maybe,Yes,10,Yes,Yes,No
33,Prefer not to say,Retired,1364,High school,5-8,Leisure,611,Premium Economy,Loyalty Program,Cleanliness,Limited amenities,Yes,2,"Others, Meals, Boarding experience",Agent,5,No,No,No,No,0,No,No,No
42,Male,Unemployed,3349,Bachelor’s,2-4,Business,457,Premium Economy,Others,"WiFi, Others, Food, Entertainment","Delays, Poor customer service, Limited amenities",No,3,Entertainment,App,1,No,Maybe,Yes,Yes,0,Yes,Yes,Yes
41,Female,Unemployed,1284,Master’s,9+,Family,416,First Class,Service,Customer Service,"Delays, Expensive tickets",No,4,"Boarding experience, Meals",Website,3,No,No,Yes,No,5,No,No,Yes
33,Male,Retired,500,High school,2-4,Business,106,Premium Economy,Pricing,"Legroom, Food, Customer Service","Delays, Baggage loss",No,4,"Seats, Entertainment, Check-in process",Website,5,No,Yes,Yes,Yes,10,No,No,Yes
42,Female,Unemployed,4454,Master’s,0-1,Family,464,Business,Others,"Food, Cleanliness, Legroom, WiFi","Poor customer service, Delays",Yes,4,Others,App,3,Yes,Maybe,No,Yes,5,No,No,No
23,Female,Student,4378,Bachelor’s,0-1,Other,360,Business,Brand,"WiFi, Food",Expensive tickets,No,1,"Others, Check-in process",Website,5,Yes,Maybe,Maybe,Yes,15,Yes,Yes,No
49,Other,Self-employed,3433,Bachelor’s,2-4,Family,439,First Class,Loyalty Program,"Customer Service, Cleanliness, Food, Legroom","Limited amenities, Lack of customization",No,1,"Boarding experience, Meals, Seats",Agent,5,Yes,No,No,No,5,Yes,Yes,No
42,Female,Unemployed,500,Master’s,0-1,Other,637,Business,Others,Legroom,Limited amenities,No,5,Seats,App,2,No,Maybe,Yes,Yes,10,No,Yes,Yes
42,Other,Employed,1363,Bachelor’s,0-1,Family,338,Business,Pricing,"Entertainment, Customer Service, WiFi","Poor customer service, Limited amenities, Lack of customization",No,3,"Boarding experience, Check-in process",Agent,3,Yes,Yes,Yes,No,0,Yes,Maybe,Yes
31,Female,Retired,4169,Doctorate,9+,Family,407,First Class,Brand,WiFi,Delays,Yes,5,"Seats, Check-in process",Agent,5,Yes,Maybe,Yes,Yes,10,Yes,Maybe,Yes
33,Other,Unemployed,2156,Bachelor’s,2-4,Other,368,First Class,Pricing,"Others, Legroom",Expensive tickets,No,4,"Others, Check-in process, Seats",Website,2,No,No,Maybe,No,5,No,No,Yes
44,Male,Unemployed,5423,High school,0-1,Business,683,Premium Economy,Brand,"Entertainment, Food, Customer Service","Baggage loss, Lack of customization",No,2,"Others, Check-in process, Seats",Agent,4,Yes,Maybe,Yes,Yes,0,Yes,No,Yes
30,Other,Retired,2289,Bachelor’s,9+,Leisure,397,Economy,Service,Cleanliness,"Poor customer service, Expensive tickets, Baggage loss",No,2,Seats,App,4,Yes,Maybe,No,Yes,20,Yes,Maybe,Yes
30,Prefer not to say,Student,2835,Bachelor’s,9+,Family,235,Premium Economy,Service,"Entertainment, Food","Baggage loss, Poor customer service, Expensive tickets",Yes,3,Meals,Agent,1,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes
31,Other,Self-employed,2611,Bachelor’s,0-1,Business,639,First Class,Brand,"Legroom, WiFi","Delays, Poor customer service",Yes,4,"Seats, Meals, Check-in process",Website,3,No,Yes,Yes,Yes,20,Yes,Maybe,Yes
41,Male,Student,2499,Master’s,5-8,Other,169,Economy,Service,"WiFi, Food, Customer Service",Lack of customization,Yes,5,"Meals, Others, Entertainment",App,2,Yes,No,Yes,Yes,5,Yes,No,Yes
20,Other,Unemployed,1209,Bachelor’s,0-1,Family,421,Business,Loyalty Program,"Legroom, Customer Service, Others, Food","Baggage loss, Limited amenities",No,4,Boarding experience,Agent,3,Yes,Yes,Maybe,No,10,No,No,No
41,Other,Self-employed,3751,Other,0-1,Other,240,First Class,Service,"Entertainment, Cleanliness, WiFi","Baggage loss, Delays",No,5,"Entertainment, Boarding experience",Agent,5,No,No,Yes,Yes,0,Yes,No,Yes
26,Prefer not to say,Employed,2747,Master’s,2-4,Business,329,Premium Economy,Brand,"Food, Entertainment, WiFi",Expensive tickets,Yes,3,Check-in process,Agent,3,Yes,Maybe,Yes,No,20,Yes,Maybe,Yes
18,Female,Student,4121,Other,5-8,Business,374,First Class,Loyalty Program,"Others, Entertainment, Food",Delays,No,4,Entertainment,Website,1,Yes,No,Yes,Yes,10,No,Maybe,Yes
23,Prefer not to say,Employed,-2507,Master’s,0-1,Business,357,First Class,Brand,"Others, Legroom",Lack of customization,Yes,3,"Seats, Others, Check-in process",App,4,No,No,Yes,No,15,No,Yes,Yes
46,Other,Unemployed,5937,Other,0-1,Other,332,Business,Loyalty Program,"Others, Cleanliness, WiFi, Entertainment","Delays, Limited amenities, Baggage loss",Yes,1,Seats,Website,4,Yes,Yes,Yes,Yes,0,No,Maybe,Yes
22,Male,Student,6966,Master’s,0-1,Business,174,Economy,Brand,Entertainment,"Limited amenities, Lack of customization",No,3,"Meals, Others, Check-in process",App,2,No,Yes,No,No,20,No,Maybe,Yes
37,Female,Retired,3701,Doctorate,9+,Family,345,Business,Loyalty Program,"WiFi, Entertainment","Limited amenities, Delays",No,5,Others,Agent,2,Yes,Yes,Maybe,Yes,15,Yes,Yes,Yes
37,Prefer not to say,Unemployed,3932,Bachelor’s,9+,Business,344,Business,Service,"Others, Entertainment, Legroom","Baggage loss, Lack of customization, Delays",Yes,2,"Check-in process, Others",Agent,5,Yes,No,Yes,Yes,0,No,No,Yes
38,Female,Self-employed,2956,Other,0-1,Leisure,438,First Class,Pricing,Food,Poor customer service,Yes,3,Check-in process,Agent,5,No,No,Yes,Yes,5,No,No,Yes
45,Female,Employed,1641,Doctorate,9+,Family,301,Economy,Loyalty Program,"Entertainment, WiFi, Cleanliness","Poor customer service, Limited amenities, Baggage loss",No,2,"Meals, Boarding experience",Website,5,No,Maybe,Yes,Yes,5,Yes,Yes,Yes
18,Female,Student,7706,High school,0-1,Family,579,Premium Economy,Pricing,Entertainment,Lack of customization,No,4,"Seats, Meals",Agent,3,No,Yes,Yes,Yes,15,Yes,No,Yes
31,Other,Retired,3833,Master’s,0-1,Business,413,Premium Economy,Others,"Cleanliness, Entertainment, Food, Customer Service","Limited amenities, Delays",Yes,2,"Check-in process, Meals",App,4,No,No,Yes,Yes,0,No,Yes,Yes
33,Female,Student,4700,Other,5-8,Other,379,Economy,Loyalty Program,"Legroom, WiFi",Delays,No,2,"Boarding experience, Meals, Others",App,1,No,Maybe,Yes,Yes,10,No,Maybe,Yes
45,Other,Retired,3983,Master’s,9+,Family,429,Business,Loyalty Program,Others,"Expensive tickets, Limited amenities",No,1,"Others, Boarding experience",Agent,1,Yes,No,Maybe,Yes,5,No,No,Yes
46,Female,Retired,4421,Doctorate,5-8,Leisure,338,Economy,Service,"Cleanliness, WiFi, Entertainment, Legroom","Baggage loss, Expensive tickets, Lack of customization",No,4,"Check-in process, Entertainment, Boarding experience",App,1,No,Maybe,Yes,Yes,5,No,Maybe,Yes
27,Other,Self-employed,2059,High school,0-1,Other,529,Premium Economy,Loyalty Program,"Customer Service, Entertainment","Lack of customization, Baggage loss, Expensive tickets",No,3,Entertainment,App,4,Yes,Yes,Yes,Yes,20,Yes,No,Yes
44,Other,Student,3769,Doctorate,5-8,Business,477,Economy,Brand,"Entertainment, Others","Limited amenities, Lack of customization, Baggage loss",Yes,3,Others,App,4,Yes,No,Yes,Yes,0,No,No,Yes
42,Female,Unemployed,4200,Doctorate,9+,Business,513,Business,Brand,"Food, Customer Service, Legroom","Expensive tickets, Lack of customization, Baggage loss",Yes,3,Check-in process,Agent,2,No,No,Yes,Yes,15,No,Maybe,Yes
38,Female,Unemployed,4605,Doctorate,0-1,Leisure,276,First Class,Brand,"Legroom, Entertainment, Others","Poor customer service, Limited amenities",No,1,"Seats, Check-in process, Others",App,5,No,Yes,Yes,Yes,5,No,Yes,Yes
34,Other,Student,1987,Doctorate,2-4,Other,378,Economy,Loyalty Program,"Others, WiFi, Cleanliness, Customer Service","Limited amenities, Delays",No,5,Entertainment,Agent,4,No,Yes,Yes,Yes,0,Yes,Maybe,Yes
18,Female,Retired,3319,Doctorate,2-4,Leisure,618,Premium Economy,Brand,"Cleanliness, WiFi, Legroom","Limited amenities, Baggage loss, Delays",Yes,1,Boarding experience,App,5,Yes,Yes,Yes,Yes,10,No,Yes,Yes
35,Prefer not to say,Unemployed,588,High school,0-1,Family,285,First Class,Loyalty Program,"Others, Food","Expensive tickets, Lack of customization, Poor customer service",Yes,4,Others,App,2,Yes,Maybe,No,Yes,5,Yes,No,No
43,Other,Self-employed,2709,High school,9+,Family,168,Business,Loyalty Program,"Cleanliness, WiFi, Legroom, Customer Service","Baggage loss, Delays",No,4,Boarding experience,Website,1,No,Yes,No,No,10,Yes,No,Yes
33,Prefer not to say,Unemployed,3089,Master’s,0-1,Leisure,441,Business,Others,"Entertainment, Cleanliness","Poor customer service, Lack of customization, Delays",Yes,2,"Others, Boarding experience",Website,4,Yes,No,No,No,10,No,Yes,No
18,Prefer not to say,Unemployed,3275,Other,2-4,Family,302,Premium Economy,Brand,"Customer Service, Others, Legroom",Delays,Yes,2,Seats,Agent,1,No,Maybe,Yes,Yes,10,Yes,Maybe,Yes
36,Female,Student,4210,Bachelor’s,9+,Other,253,Economy,Pricing,"WiFi, Others, Cleanliness","Expensive tickets, Lack of customization",Yes,2,"Seats, Check-in process",Website,2,Yes,Yes,Yes,Yes,15,No,Maybe,Yes
45,Other,Employed,7139,Bachelor’s,2-4,Other,289,Premium Economy,Pricing,Cleanliness,"Delays, Baggage loss, Limited amenities",Yes,1,"Check-in process, Boarding experience",Agent,1,No,Yes,No,No,5,Yes,Yes,No
43,Other,Self-employed,1957,Other,2-4,Business,338,First Class,Loyalty Program,"Others, WiFi, Customer Service, Cleanliness",Lack of customization,No,1,Check-in process,App,1,No,Yes,Yes,No,0,No,No,Yes
26,Other,Student,4681,Bachelor’s,5-8,Business,306,Premium Economy,Others,"Legroom, Customer Service, WiFi","Limited amenities, Delays, Poor customer service",No,1,Entertainment,Website,3,Yes,No,Maybe,Yes,5,Yes,Yes,No
35,Male,Employed,2508,Doctorate,0-1,Business,423,Business,Pricing,"Customer Service, Cleanliness, Others, WiFi","Poor customer service, Baggage loss, Expensive tickets",Yes,1,Check-in process,Agent,2,No,No,Yes,Yes,0,Yes,Yes,Yes
43,Male,Employed,1699,Other,9+,Business,359,First Class,Pricing,"Others, Legroom, Food, Cleanliness","Poor customer service, Lack of customization, Baggage loss",Yes,4,Boarding experience,Website,3,Yes,No,Yes,Yes,5,Yes,Yes,Yes
27,Male,Retired,2285,High school,2-4,Other,531,Economy,Pricing,"Others, WiFi",Delays,Yes,4,Entertainment,App,3,No,Maybe,No,Yes,15,No,Yes,No
43,Prefer not to say,Student,2793,High school,0-1,Family,390,Premium Economy,Loyalty Program,"Others, Food, Legroom","Expensive tickets, Limited amenities, Lack of customization",Yes,5,"Entertainment, Boarding experience",Agent,1,Yes,No,Maybe,No,5,No,Yes,Yes
54,Female,Retired,5134,Bachelor’s,5-8,Leisure,538,Economy,Brand,"WiFi, Food","Poor customer service, Limited amenities, Delays",Yes,4,Entertainment,Website,5,No,No,Maybe,Yes,0,Yes,No,No
44,Prefer not to say,Student,18084,Doctorate,9+,Business,241,Premium Economy,Service,"Food, Cleanliness, Legroom, WiFi","Expensive tickets, Delays, Limited amenities",Yes,5,"Entertainment, Boarding experience",App,1,No,Maybe,Maybe,No,0,No,Maybe,Yes
45,Male,Retired,3923,Doctorate,5-8,Other,580,First Class,Others,"Food, Legroom, Cleanliness","Baggage loss, Limited amenities, Delays",No,3,Meals,Agent,3,No,Maybe,Yes,Yes,5,No,No,Yes
35,Other,Self-employed,3901,Other,0-1,Business,183,Business,Others,"Others, Entertainment, Food","Poor customer service, Delays",No,1,"Seats, Entertainment",Website,5,Yes,No,Yes,Yes,5,Yes,No,Yes
32,Other,Student,2237,Doctorate,2-4,Family,377,Business,Brand,"Food, Others, Cleanliness, Customer Service","Limited amenities, Delays, Baggage loss",Yes,1,Others,Agent,4,No,Yes,Yes,Yes,5,Yes,Maybe,Yes
38,Other,Self-employed,3450,High school,5-8,Business,344,Premium Economy,Brand,WiFi,"Poor customer service, Delays, Lack of customization",Yes,2,"Boarding experience, Entertainment",Agent,4,Yes,Maybe,Yes,Yes,15,No,Yes,Yes
56,Male,Self-employed,4005,Other,5-8,Family,239,First Class,Brand,"Entertainment, Customer Service, WiFi, Food","Delays, Expensive tickets",Yes,5,Seats,Agent,2,No,Maybe,No,No,5,Yes,No,Yes
38,Female,Unemployed,1646,High school,0-1,Leisure,561,First Class,Others,Others,"Delays, Lack of customization, Poor customer service",No,3,"Meals, Boarding experience",Website,2,No,Yes,No,No,5,Yes,No,No
21,Male,Employed,1649,Doctorate,9+,Family,495,Economy,Brand,Entertainment,"Poor customer service, Lack of customization, Baggage loss",No,4,Boarding experience,App,5,Yes,No,No,Yes,5,No,No,No
29,Other,Student,2755,High school,9+,Other,138,Premium Economy,Others,"Cleanliness, Food, Others, Legroom",Baggage loss,Yes,4,"Boarding experience, Check-in process",Agent,1,Yes,Yes,Maybe,Yes,15,Yes,Yes,Yes
36,Prefer not to say,Unemployed,2657,Master’s,2-4,Other,250,Premium Economy,Brand,Entertainment,"Lack of customization, Limited amenities",Yes,1,Others,Website,4,No,Maybe,Yes,No,5,No,No,Yes
59,Female,Employed,4176,Other,0-1,Leisure,480,Economy,Others,"Cleanliness, Others, Legroom","Expensive tickets, Poor customer service",Yes,5,"Boarding experience, Entertainment, Seats",App,3,No,No,Yes,Yes,10,No,No,Yes
34,Other,Unemployed,1228,Master’s,2-4,Leisure,567,Economy,Service,"Customer Service, Entertainment, Others, Cleanliness",Expensive tickets,No,2,Entertainment,Website,4,No,Yes,Maybe,No,15,No,Maybe,Yes
39,Female,Self-employed,3029,Bachelor’s,0-1,Leisure,364,Premium Economy,Pricing,Customer Service,"Baggage loss, Delays, Poor customer service",Yes,3,Entertainment,Agent,4,No,Maybe,Yes,Yes,5,No,No,Yes
36,Male,Student,3152,Doctorate,9+,Other,632,Business,Pricing,"Entertainment, Cleanliness","Delays, Expensive tickets, Limited amenities",Yes,1,"Meals, Boarding experience",Website,3,No,Maybe,No,Yes,5,No,Yes,No
36,Male,Retired,3076,Master’s,2-4,Business,500,Economy,Service,"Customer Service, Legroom",Limited amenities,Yes,3,"Meals, Check-in process",App,4,No,Yes,Yes,Yes,5,Yes,Maybe,Yes
41,Female,Student,598,Doctorate,0-1,Other,275,Premium Economy,Service,Legroom,"Expensive tickets, Lack of customization, Poor customer service",Yes,3,"Boarding experience, Meals",Website,2,No,Maybe,Yes,No,5,No,Maybe,Yes
33,Prefer not to say,Self-employed,535,High school,2-4,Business,295,Business,Loyalty Program,"Entertainment, Food, Legroom, WiFi",Poor customer service,No,1,"Others, Check-in process",Agent,2,No,No,No,Yes,20,Yes,No,No
34,Female,Unemployed,6431,Master’s,5-8,Family,434,First Class,Loyalty Program,"Legroom, Others, Entertainment, WiFi","Poor customer service, Baggage loss",No,1,"Check-in process, Others",App,5,Yes,Maybe,Yes,Yes,0,Yes,Maybe,Yes
22,Other,Employed,2075,Other,0-1,Business,450,First Class,Pricing,"Entertainment, Customer Service, WiFi","Delays, Lack of customization, Baggage loss",No,5,Meals,Agent,4,Yes,No,Maybe,No,15,No,No,Yes
25,Female,Student,1332,High school,0-1,Business,436,First Class,Loyalty Program,Food,"Expensive tickets, Delays",Yes,2,Entertainment,Agent,1,No,Maybe,Yes,No,10,Yes,Yes,Yes
50,Male,Retired,1477,Doctorate,0-1,Business,495,Premium Economy,Pricing,"Food, Customer Service, Entertainment, Cleanliness","Lack of customization, Delays",No,3,"Meals, Seats",Website,5,No,No,Yes,Yes,5,Yes,No,Yes
32,Other,Unemployed,4481,Master’s,2-4,Other,388,Economy,Loyalty Program,"Entertainment, Customer Service, WiFi, Legroom",Lack of customization,Yes,4,Check-in process,Website,4,Yes,Maybe,Yes,Yes,0,Yes,Maybe,Yes
26,Male,Student,6134,Other,2-4,Leisure,405,First Class,Others,"WiFi, Food","Lack of customization, Poor customer service",Yes,1,"Entertainment, Check-in process",Website,3,Yes,Yes,Yes,Yes,5,No,Yes,Yes
40,Other,Employed,6035,Other,9+,Other,401,Business,Service,"Legroom, Cleanliness, Others","Lack of customization, Delays, Limited amenities",No,1,"Meals, Seats",App,5,Yes,Yes,Yes,Yes,5,Yes,Yes,Yes
33,Prefer not to say,Unemployed,5059,Bachelor’s,9+,Leisure,315,First Class,Loyalty Program,Entertainment,Poor customer service,No,3,"Entertainment, Boarding experience, Others",Agent,2,Yes,No,Yes,Yes,0,Yes,Maybe,Yes
